2477861|22556|63|1|41|60620.55|0.08|0.06|R|F|1994-05-22|1994-04-16|1994-05-24|NONE|TRUCK|ts wake blithely final 
5762532|134135|9162|2|25|29228.25|0.01|0.00|N|O|1997-08-08|1997-07-12|1997-08-29|DELIVER IN PERSON|AIR|otes. ironic asymptotes cajole car
3311683|35479|7983|1|25|35361.75|0.01|0.04|N|O|1995-11-15|1995-11-14|1995-11-17|DELIVER IN PERSON|TRUCK|al excuses a
5973282|19076|6580|3|26|25871.82|0.10|0.02|A|F|1993-02-01|1993-01-21|1993-02-05|NONE|REG AIR|carefully silent packages. fur
2195846|106940|6941|1|39|75930.66|0.01|0.07|N|O|1998-03-03|1998-03-13|1998-04-01|NONE|FOB|among the quickly ironic depo
1531811|26610|6611|4|23|35342.03|0.09|0.02|N|F|1995-06-11|1995-05-20|1995-06-26|NONE|RAIL|ts. furiously even decoys according to
5772035|65503|516|3|13|19090.50|0.02|0.02|N|O|1997-05-02|1997-04-03|1997-05-21|DELIVER IN PERSON|AIR| ideas. even requests sleep blithely. slyl
1320096|103391|8412|4|5|6971.95|0.05|0.00|N|O|1997-09-13|1997-10-25|1997-09-27|NONE|MAIL|s against t
595809|137651|7652|4|39|65857.35|0.03|0.00|N|O|1995-07-22|1995-05-19|1995-08-13|NONE|FOB|lar theodol
2106279|172130|4648|1|47|56500.11|0.08|0.08|R|F|1993-06-22|1993-08-10|1993-07-07|TAKE BACK RETURN|TRUCK|uses. thin ideas hagg
134464|93065|8084|7|4|4232.24|0.06|0.04|A|F|1994-08-15|1994-09-21|1994-09-06|NONE|MAIL|rs cajole carefully c
778946|188229|748|5|16|21075.52|0.02|0.00|A|F|1995-05-01|1995-04-07|1995-05-30|COLLECT COD|SHIP|ular instructions affix pendi
3582055|101457|8988|1|31|45211.95|0.09|0.01|A|F|1994-09-02|1994-10-14|1994-09-17|NONE|SHIP|ons affix ca
573698|137227|2254|3|19|24020.18|0.08|0.02|A|F|1994-06-17|1994-06-23|1994-06-18|DELIVER IN PERSON|RAIL|ackages sleep blithely. accounts affix qu
4823233|188249|8250|2|39|52152.36|0.01|0.02|N|O|1996-11-24|1997-01-07|1996-12-17|NONE|TRUCK|tect furiously final, regular requests
17799|160147|148|1|15|18107.10|0.01|0.07|R|F|1992-11-24|1992-11-17|1992-12-07|COLLECT COD|FOB|g the fluffily regula
2767687|43089|8098|3|16|16513.28|0.06|0.00|N|F|1995-06-16|1995-07-02|1995-06-18|COLLECT COD|AIR| the slyly iron
3313862|133718|6232|2|48|84082.08|0.08|0.05|N|O|1996-09-28|1996-09-17|1996-10-03|NONE|SHIP|express excuses cajole.
2075716|51776|9292|3|20|34555.40|0.03|0.05|N|O|1997-05-24|1997-06-15|1997-06-21|DELIVER IN PERSON|MAIL|le after the carefully bold excuses: s
476806|11071|3573|2|13|12766.91|0.10|0.08|N|O|1995-09-17|1995-10-14|1995-10-15|COLLECT COD|MAIL| frays boost carefully. carefully special 
1921891|194644|9683|3|9|15647.76|0.00|0.03|N|O|1996-04-11|1996-03-14|1996-04-26|NONE|AIR|y according to the blithely unusual p
1315426|146307|6308|1|7|9473.10|0.09|0.06|N|O|1997-08-03|1997-08-04|1997-08-07|DELIVER IN PERSON|AIR|pecial packages
2387462|21320|8827|5|48|59583.36|0.09|0.01|N|O|1996-11-12|1996-10-28|1996-12-11|COLLECT COD|AIR|regular as
1315107|109377|6908|3|36|49909.32|0.03|0.04|N|O|1997-09-23|1997-09-30|1997-10-21|DELIVER IN PERSON|REG AIR|theodolites after the even, special acc
4457190|16597|4101|2|17|25731.03|0.08|0.06|N|O|1996-06-17|1996-07-09|1996-06-18|TAKE BACK RETURN|MAIL| ironic ideas. pending deposits past
4257570|177489|7|5|16|25063.68|0.00|0.05|N|O|1998-03-03|1998-03-30|1998-03-25|NONE|SHIP|g dolphins. furiously iron
5880326|188221|8222|2|18|23565.96|0.03|0.03|N|O|1996-10-27|1996-11-28|1996-11-23|TAKE BACK RETURN|AIR|ctions among the fluffily 
3044068|190372|7930|5|11|16086.07|0.00|0.05|N|O|1995-11-19|1995-10-16|1995-12-02|NONE|FOB| express de
4305089|165970|5971|2|10|20359.70|0.07|0.08|N|O|1998-09-14|1998-07-13|1998-09-26|DELIVER IN PERSON|AIR|y. braids kindle slyly theodolite
1399265|75587|602|5|39|60940.62|0.03|0.08|N|O|1998-01-27|1997-12-03|1998-02-20|DELIVER IN PERSON|FOB| alongside of the blithely bold asy
2173442|25655|5656|3|12|18967.80|0.08|0.03|A|F|1993-01-25|1993-03-20|1993-02-01|TAKE BACK RETURN|AIR|tornis detect quickly
4739108|130093|2607|2|32|35938.88|0.01|0.04|A|F|1995-05-18|1995-06-05|1995-06-09|TAKE BACK RETURN|TRUCK|kly quick packages dazzle
3528483|42755|7764|1|30|50932.50|0.09|0.05|R|F|1992-12-09|1992-09-24|1992-12-29|TAKE BACK RETURN|AIR|uickly regular packages.
2472864|44489|2002|1|38|54472.24|0.09|0.07|N|O|1998-03-19|1998-03-30|1998-04-05|COLLECT COD|MAIL|tithes boo
2298726|65167|5168|7|17|19246.72|0.07|0.04|A|F|1994-01-24|1994-02-05|1994-02-05|DELIVER IN PERSON|RAIL|s. regular, s
5736866|55058|69|2|28|28365.40|0.10|0.07|N|O|1997-06-04|1997-06-22|1997-06-22|NONE|AIR|daring sentiments promis
5398368|108253|5784|4|25|31531.25|0.10|0.07|N|O|1996-05-26|1996-05-22|1996-06-24|DELIVER IN PERSON|RAIL|ithely. fluffil
1642823|48167|672|1|48|53527.68|0.10|0.07|A|F|1992-08-13|1992-07-05|1992-09-07|NONE|TRUCK|r pinto beans are
3495141|147650|5193|5|46|78091.90|0.09|0.05|R|F|1994-10-28|1994-12-21|1994-11-04|DELIVER IN PERSON|TRUCK| deposits. regul
4361506|193420|3421|6|47|71130.74|0.02|0.00|N|O|1998-02-02|1997-12-19|1998-02-12|TAKE BACK RETURN|TRUCK|to beans about the
1472583|97456|9966|5|6|8720.70|0.05|0.03|N|O|1997-06-21|1997-08-19|1997-06-27|COLLECT COD|AIR|r excuses. fluffily silent inst
3597152|157710|226|5|41|72476.11|0.01|0.07|N|O|1996-11-22|1996-11-11|1996-12-20|NONE|SHIP|ackages. regula
4716774|2138|2139|1|45|46805.85|0.06|0.06|N|O|1995-09-20|1995-06-25|1995-10-02|NONE|TRUCK|telets. regula
2071362|93158|8177|2|40|46046.00|0.00|0.05|R|F|1994-06-18|1994-06-24|1994-07-03|TAKE BACK RETURN|AIR|ent, final pac
4545189|167161|2194|3|23|28247.68|0.00|0.01|A|F|1993-10-13|1993-09-07|1993-10-16|NONE|MAIL|le alongside of the slyly iron
5457536|94395|6905|5|50|69469.50|0.04|0.08|N|O|1998-08-26|1998-09-08|1998-09-01|DELIVER IN PERSON|TRUCK|ss, dogged instructions
4063969|178034|8035|2|47|52265.41|0.08|0.04|N|O|1998-07-17|1998-07-28|1998-08-14|TAKE BACK RETURN|SHIP|lyly even decoys 
3854272|4306|4307|1|49|59304.70|0.09|0.05|N|O|1997-04-15|1997-05-19|1997-05-04|DELIVER IN PERSON|FOB|structions. unusual, regu
1874085|32404|2405|3|39|52119.60|0.09|0.04|N|O|1996-01-27|1996-01-22|1996-02-15|NONE|AIR|dependencies affix. depths affix. r
2066434|32823|333|4|29|50918.78|0.09|0.06|N|O|1997-02-20|1997-03-31|1997-03-06|TAKE BACK RETURN|REG AIR| pinto beans. unusual, carefu
4947271|151580|6611|6|4|6526.32|0.06|0.04|N|O|1998-02-27|1998-03-12|1998-03-18|DELIVER IN PERSON|TRUCK|usly regular accounts run
2870726|181022|1023|1|13|14339.26|0.07|0.00|R|F|1993-12-25|1993-11-22|1994-01-22|NONE|SHIP|ent excuses. fluffily special deposits
639238|108636|8637|5|39|64140.57|0.10|0.01|R|F|1993-01-08|1992-12-28|1993-02-07|DELIVER IN PERSON|AIR|rns within the carefu
4223396|134615|2155|2|4|6598.44|0.05|0.07|N|O|1997-07-28|1997-06-29|1997-08-27|NONE|SHIP|sits thrash quickly express
3552866|15264|7766|5|50|58963.00|0.00|0.08|R|F|1994-05-10|1994-05-13|1994-05-20|TAKE BACK RETURN|MAIL|lyly even theodolites hagg
2009924|196262|6263|3|12|16299.12|0.06|0.04|N|O|1996-06-19|1996-07-23|1996-07-06|DELIVER IN PERSON|TRUCK|t packages. expr
4517862|125655|3192|5|1|1680.65|0.04|0.01|N|O|1996-01-22|1995-12-12|1996-01-29|NONE|RAIL|c notornis. furiously ironic pac
4598375|121082|1083|1|14|15443.12|0.06|0.00|R|F|1994-07-04|1994-05-10|1994-07-19|DELIVER IN PERSON|SHIP|n accounts integrate even, pending 
1242528|88932|3949|2|35|67232.55|0.07|0.07|N|O|1997-11-27|1997-12-16|1997-12-17|COLLECT COD|REG AIR|f the blithely special inst
63589|27327|2332|1|11|13797.52|0.06|0.06|N|O|1997-03-18|1997-01-30|1997-03-29|NONE|MAIL|sts-- slyly final account
2429219|110448|449|3|41|59796.04|0.09|0.05|A|F|1993-01-19|1993-02-27|1993-01-28|DELIVER IN PERSON|MAIL|boost slyly express, r
871909|162779|5296|7|12|22101.24|0.09|0.02|R|F|1993-05-11|1993-06-06|1993-06-10|NONE|REG AIR|odolites about the furiously e
5888864|139006|9007|4|50|52250.00|0.05|0.01|N|O|1997-07-01|1997-07-25|1997-07-25|COLLECT COD|MAIL|ould have to sleep furiously
2236902|5286|7787|3|27|32164.56|0.01|0.05|N|O|1995-07-22|1995-06-24|1995-08-18|COLLECT COD|RAIL|d escapades nag ab
1927942|180412|7967|2|44|65666.04|0.08|0.00|N|O|1998-04-23|1998-05-01|1998-05-10|DELIVER IN PERSON|REG AIR|eposits cajole blith
3110722|91187|1188|6|12|14138.16|0.09|0.07|R|F|1993-03-31|1993-04-06|1993-04-19|DELIVER IN PERSON|MAIL|y regular 
5440226|186776|1813|5|21|39118.17|0.08|0.02|N|O|1998-06-13|1998-05-29|1998-07-10|DELIVER IN PERSON|REG AIR|ly regular packages need to ar
159844|36828|9332|4|8|14118.56|0.01|0.05|A|F|1994-09-11|1994-08-08|1994-09-29|DELIVER IN PERSON|MAIL|slyly. pending, regular packages boost sly
4182629|126985|6986|5|5|10059.90|0.07|0.06|A|F|1993-02-14|1993-03-18|1993-02-23|COLLECT COD|FOB|usly slow foxes promise
3685376|38815|8816|3|41|71906.21|0.04|0.04|R|F|1994-05-20|1994-05-14|1994-06-16|NONE|FOB|ts above the carefully eve
2680966|162603|7636|2|38|63292.80|0.00|0.05|N|O|1997-10-17|1997-08-09|1997-11-07|DELIVER IN PERSON|RAIL|ke slyly a
5269344|135889|5890|4|35|67370.80|0.03|0.07|N|O|1997-04-23|1997-03-09|1997-05-15|COLLECT COD|MAIL|ven instructions snooze abou
3240960|40113|7626|1|35|36858.85|0.01|0.08|R|F|1992-06-03|1992-04-20|1992-06-07|DELIVER IN PERSON|RAIL|bold pinto beans sleep slyly. ironic, fluff
2748935|159607|9608|2|47|78330.20|0.05|0.07|A|F|1992-09-14|1992-08-22|1992-09-21|DELIVER IN PERSON|SHIP|ic asymptotes. blithely regular depe
2904548|126006|8519|2|48|49536.00|0.10|0.06|R|F|1992-12-01|1992-12-06|1992-12-22|TAKE BACK RETURN|RAIL|inal foxes haggle 
2027202|65641|5642|6|2|3213.28|0.03|0.07|A|F|1994-06-23|1994-04-10|1994-07-11|NONE|AIR| even, fluffy
5726727|82739|5248|2|13|22382.49|0.08|0.03|R|F|1995-06-05|1995-04-23|1995-06-07|TAKE BACK RETURN|FOB|ost. carefully silent
4444294|189978|9979|1|15|31019.55|0.03|0.05|N|O|1997-04-07|1997-04-12|1997-05-03|TAKE BACK RETURN|TRUCK| pinto bea
3209860|124937|4938|4|48|94172.64|0.10|0.05|N|O|1998-04-09|1998-04-21|1998-04-26|DELIVER IN PERSON|AIR|pinto beans-- carefully expre
3671301|30111|5118|3|29|30192.19|0.05|0.07|N|O|1996-01-24|1996-03-28|1996-02-14|NONE|AIR|s. furiously u
221606|9206|6707|1|3|3345.60|0.03|0.03|R|F|1995-04-14|1995-04-29|1995-05-03|DELIVER IN PERSON|FOB|s. special, final requests cajole fluff
3362119|140878|8421|4|21|40296.27|0.01|0.03|R|F|1992-10-30|1992-10-30|1992-11-29|NONE|TRUCK|iously above
747047|74682|9697|7|9|14910.12|0.02|0.06|R|F|1994-02-24|1994-02-10|1994-03-20|COLLECT COD|MAIL|regular ideas against the
2519553|10423|7927|7|35|46669.70|0.10|0.07|N|O|1998-05-20|1998-06-24|1998-06-18|DELIVER IN PERSON|AIR|nst the ironic requests thrash furio
1080135|73312|5820|3|31|39844.61|0.04|0.05|N|O|1996-07-11|1996-08-20|1996-08-06|COLLECT COD|SHIP|fily unusual platelets after the 
1746085|165703|3252|3|45|79591.50|0.08|0.03|N|O|1997-12-15|1997-10-27|1997-12-24|COLLECT COD|FOB|lar packages. ironic ideas sleep furiously
4406532|88725|6250|2|41|70262.52|0.04|0.04|N|O|1996-03-08|1996-03-29|1996-03-13|NONE|REG AIR|s nod. packages cajole furiously acc
1635202|190858|8416|6|30|58465.50|0.00|0.05|N|O|1997-05-14|1997-06-10|1997-06-12|DELIVER IN PERSON|AIR|ithely silent req
3855906|68022|5541|3|10|9900.20|0.03|0.01|N|O|1996-12-15|1996-12-11|1997-01-05|TAKE BACK RETURN|MAIL|fully regular requests wake slyly 
4630562|72629|151|2|41|65666.42|0.09|0.04|A|F|1995-02-08|1995-03-12|1995-02-27|COLLECT COD|MAIL|. finally ironic p
425824|128245|5782|1|16|20371.84|0.05|0.01|N|O|1997-08-02|1997-07-12|1997-08-23|TAKE BACK RETURN|TRUCK| slyly even accounts. 
5533476|166742|4291|2|41|74158.34|0.02|0.03|N|O|1997-04-10|1997-03-09|1997-04-29|TAKE BACK RETURN|SHIP|ic deposits. quickly final packages coul
5809926|57174|4690|4|35|39590.95|0.09|0.05|N|O|1995-06-25|1995-07-27|1995-07-08|TAKE BACK RETURN|SHIP|accounts. even deposits haggle quickly 
3768128|156827|6828|1|13|24489.66|0.08|0.02|N|O|1995-12-19|1995-12-05|1996-01-17|DELIVER IN PERSON|TRUCK|symptotes. carefully regular re
651812|8695|1196|2|21|33677.49|0.06|0.04|N|O|1996-05-26|1996-06-06|1996-06-21|TAKE BACK RETURN|TRUCK|leep beneath the silent theodolites. fin
5093223|160679|680|2|39|67847.13|0.08|0.03|R|F|1992-06-06|1992-04-11|1992-07-06|TAKE BACK RETURN|FOB|requests lose furiously along the packa
1398688|130151|2665|7|15|17717.25|0.07|0.07|A|F|1994-10-20|1994-08-20|1994-10-31|TAKE BACK RETURN|RAIL|ual dependencies. slyly regu
876999|51793|9309|7|3|5234.37|0.03|0.01|A|F|1992-04-23|1992-06-29|1992-05-08|TAKE BACK RETURN|SHIP|es nag furiously about the
4891584|122712|5225|2|30|52041.30|0.06|0.01|R|F|1995-02-20|1995-02-12|1995-03-18|NONE|SHIP|c ideas are above the deposi
2455075|193715|1273|4|50|90435.50|0.05|0.06|N|O|1997-11-09|1998-01-07|1997-11-11|TAKE BACK RETURN|RAIL|ithely special ideas along the ironic,
2852258|87453|4978|6|40|57618.00|0.04|0.00|N|O|1995-09-18|1995-10-27|1995-09-20|DELIVER IN PERSON|AIR|equests ar
143552|73977|6485|3|43|83891.71|0.05|0.07|N|O|1996-12-22|1996-12-06|1997-01-11|COLLECT COD|SHIP| quickly bl
3013957|177604|7605|7|16|26905.60|0.07|0.00|R|F|1992-03-19|1992-05-15|1992-04-08|NONE|REG AIR| dependencies sleep slyly after the ironi
2201600|47716|7717|6|32|53238.72|0.04|0.03|A|F|1994-02-08|1994-04-08|1994-02-18|DELIVER IN PERSON|SHIP|express foxes
1933952|45611|8116|1|4|6226.44|0.04|0.04|N|O|1995-07-01|1995-05-20|1995-07-15|DELIVER IN PERSON|MAIL|counts. furiously regular dolp
1420262|108074|8075|4|14|15148.98|0.02|0.02|N|O|1998-04-20|1998-03-07|1998-05-13|TAKE BACK RETURN|RAIL|r courts wake slyly. f
5506885|80121|5138|6|48|52853.76|0.08|0.02|N|O|1996-11-09|1996-11-20|1996-11-15|NONE|REG AIR|ithely. furiously b
2190656|51780|6791|5|22|38099.16|0.04|0.03|R|F|1994-03-18|1994-02-15|1994-03-27|TAKE BACK RETURN|AIR|pinto beans. regula
4148130|194789|7309|3|19|35791.82|0.01|0.07|N|O|1995-09-06|1995-08-01|1995-09-11|NONE|MAIL|oxes detect blithely above the fu
3495873|68624|3637|2|15|23889.30|0.08|0.08|A|F|1994-01-06|1994-01-14|1994-02-05|DELIVER IN PERSON|MAIL|the fluffily regular sauternes boo
275879|128928|6465|2|41|80233.72|0.06|0.08|R|F|1993-03-15|1993-02-08|1993-03-30|DELIVER IN PERSON|FOB|s promise slyly packages. slyly 
2143360|91450|6469|5|43|61982.35|0.06|0.02|N|O|1995-07-25|1995-08-29|1995-08-17|NONE|MAIL| are along the packages. reg
4086209|92384|7403|2|42|57807.96|0.00|0.08|N|O|1998-02-10|1998-01-22|1998-02-22|TAKE BACK RETURN|REG AIR|believe dependencies
3317062|74950|4951|3|13|25024.35|0.01|0.04|N|O|1996-01-10|1995-11-17|1996-02-08|TAKE BACK RETURN|SHIP|regular accounts. fluffily regular 
2135684|115585|608|6|29|46416.82|0.01|0.04|R|F|1994-10-08|1994-10-21|1994-10-28|DELIVER IN PERSON|FOB|y slyly spec
582305|144578|7093|4|14|22715.98|0.08|0.08|A|F|1992-04-24|1992-04-16|1992-05-01|DELIVER IN PERSON|AIR|special ideas unwind quickly 
3446595|163845|6362|3|3|5726.52|0.05|0.07|N|O|1996-03-17|1996-03-03|1996-04-07|COLLECT COD|MAIL|ly pending requests. slyly bl
1946884|50689|690|3|18|29514.24|0.08|0.01|R|F|1993-09-21|1993-09-23|1993-10-16|COLLECT COD|RAIL|ill have to
1025158|107832|5363|1|6|11038.98|0.05|0.01|N|O|1998-10-27|1998-10-24|1998-10-30|NONE|REG AIR|ve the bold deposits.
3032898|19628|9629|1|14|21666.68|0.06|0.06|N|O|1997-05-07|1997-06-02|1997-05-14|COLLECT COD|TRUCK|fluffily iron
5422144|36347|1354|2|7|8983.38|0.03|0.01|R|F|1994-09-22|1994-09-19|1994-10-11|DELIVER IN PERSON|SHIP|t the fluffily regular ideas. quickly regu
4397925|55334|345|4|5|6446.65|0.02|0.08|R|F|1992-12-26|1993-01-17|1993-01-07|TAKE BACK RETURN|RAIL| the final accounts. slyly special p
5704962|144667|2210|3|49|83871.34|0.09|0.07|N|O|1995-09-13|1995-11-15|1995-10-12|NONE|TRUCK| regular accounts x-ray quickly. sp
3457922|66703|1716|4|9|15027.30|0.05|0.08|A|F|1995-05-20|1995-05-09|1995-06-11|TAKE BACK RETURN|MAIL| are carefully regular braids. blithely re
791207|31066|1067|5|48|47858.88|0.02|0.07|R|F|1994-12-20|1995-01-24|1995-01-07|COLLECT COD|SHIP|aphs. final foxes haggle after t
2771267|73131|3132|1|6|6624.78|0.06|0.07|A|F|1993-08-05|1993-06-04|1993-08-23|DELIVER IN PERSON|AIR|al dependencies. unusual, final i
3569028|487|488|1|30|41624.40|0.02|0.04|R|F|1994-04-20|1994-04-04|1994-05-02|DELIVER IN PERSON|MAIL|ily even orbits. even
4130113|96419|6420|1|29|41046.89|0.08|0.01|R|F|1992-07-25|1992-07-14|1992-08-12|COLLECT COD|AIR|regular platelets cajol
1269537|45491|500|4|19|27293.31|0.06|0.02|A|F|1992-08-19|1992-08-02|1992-09-17|DELIVER IN PERSON|MAIL|iously regular 
2971938|103431|3432|5|24|34426.32|0.10|0.01|A|F|1992-07-13|1992-06-08|1992-07-31|COLLECT COD|MAIL|ly. carefull
3550432|193179|737|3|49|62336.33|0.04|0.05|N|O|1997-04-17|1997-05-21|1997-04-28|NONE|AIR|s. packages nag carefully regu
889665|176|7677|1|36|38742.12|0.08|0.05|N|O|1998-03-19|1998-02-19|1998-04-16|COLLECT COD|MAIL|ously. slyly regular theodolite
148323|129990|9991|6|40|80799.60|0.10|0.07|N|O|1998-03-16|1997-12-28|1998-03-25|NONE|FOB|hely about the reg
5098115|158529|3560|1|27|42863.04|0.08|0.07|N|O|1998-01-19|1998-02-06|1998-02-05|COLLECT COD|AIR| alongside of the carefully final
1896993|70633|3141|1|8|12829.04|0.09|0.01|A|F|1994-06-13|1994-04-30|1994-06-14|NONE|AIR|ularly ironic reque
1071749|190340|7898|2|21|30037.14|0.10|0.05|R|F|1992-02-19|1992-02-29|1992-03-17|COLLECT COD|RAIL|s sleep slyly s
5784485|157420|2451|2|8|11819.36|0.10|0.07|A|F|1993-10-21|1993-12-02|1993-11-03|COLLECT COD|TRUCK|ove the blithely 
5943111|174260|1812|5|46|61375.96|0.03|0.03|N|O|1998-06-15|1998-05-13|1998-06-16|COLLECT COD|REG AIR|uriously ironic
864225|54424|6930|2|7|9648.94|0.05|0.03|N|O|1995-07-03|1995-06-13|1995-07-25|NONE|FOB|use after t
1973094|191488|6527|1|42|66338.16|0.00|0.02|N|O|1998-10-18|1998-10-07|1998-11-11|COLLECT COD|AIR| the always u
2009891|192238|7277|3|41|54539.43|0.06|0.02|A|F|1994-02-14|1994-02-17|1994-02-28|TAKE BACK RETURN|MAIL|instructions are carefully 
5943558|156078|3624|3|14|15876.98|0.06|0.00|N|O|1998-08-16|1998-07-23|1998-09-01|DELIVER IN PERSON|REG AIR|iously against the sometimes regular
2076741|198|199|3|41|45025.79|0.08|0.05|A|F|1993-04-06|1993-04-16|1993-04-30|COLLECT COD|TRUCK|ways silent ideas run after the b
5061826|172659|2660|1|44|76192.60|0.02|0.04|A|F|1993-08-11|1993-07-28|1993-08-29|DELIVER IN PERSON|REG AIR|nic dependencies boost carefully ag
2583938|119841|9842|2|26|48381.84|0.09|0.01|R|F|1993-07-16|1993-07-31|1993-07-23|COLLECT COD|MAIL|rate beyond the furiously
2854112|108310|3331|3|9|11864.79|0.04|0.05|N|O|1995-12-09|1995-12-11|1996-01-05|COLLECT COD|AIR|ly express packages ca
2322565|42014|4519|5|48|45888.48|0.06|0.04|A|F|1992-11-12|1992-10-06|1992-11-27|COLLECT COD|REG AIR| furiously blithely iron
893089|53784|1300|4|22|38231.16|0.10|0.02|A|F|1994-09-16|1994-11-08|1994-09-27|TAKE BACK RETURN|FOB|onic packages. fluffily final r
