7|1|1313.31|0.10|0.01
3|2|3769.80|0.02|0.02
3|40|47126.40|0.07|0.08
2|39|52269.75|0.09|0.03
4|19|21908.71|0.09|0.04
2|13|24179.09|0.09|0.05
1|26|44788.64|0.10|0.00
2|23|29101.21|0.04|0.04
3|45|64095.75|0.04|0.03
1|7|9634.45|0.02|0.03
2|33|62661.39|0.07|0.01
6|49|84704.83|0.05|0.08
1|39|61404.33|0.10|0.00
2|26|37892.92|0.08|0.03
3|19|34253.20|0.09|0.02
3|30|52491.60|0.10|0.03
1|36|46990.80|0.01|0.04
1|19|19458.09|0.05|0.06
3|13|22316.32|0.00|0.07
3|4|4572.76|0.00|0.02
2|47|83320.19|0.08|0.00
1|8|13749.20|0.06|0.03
3|37|40447.29|0.06|0.05
4|26|30136.34|0.04|0.07
5|7|9501.66|0.07|0.00
1|29|43918.76|0.09|0.00
2|37|40441.37|0.02|0.05
5|3|3186.15|0.02|0.07
3|34|61462.82|0.09|0.07
2|25|44093.00|0.08|0.08
3|13|15783.95|0.01|0.06
1|6|10738.98|0.04|0.03
7|3|4952.13|0.06|0.07
2|40|60143.60|0.02|0.02
5|9|12099.69|0.01|0.01
5|50|62414.50|0.03|0.08
5|16|31471.04|0.06|0.01
3|11|21140.57|0.09|0.08
1|2|3807.98|0.09|0.04
4|42|64530.90|0.00|0.05
1|21|32643.66|0.05|0.04
5|49|92503.18|0.01|0.06
3|49|55767.88|0.01|0.08
5|31|46077.78|0.10|0.03
3|19|22860.23|0.00|0.01
3|29|45863.21|0.07|0.00
4|24|28805.28|0.06|0.08
3|12|16852.08|0.04|0.00
4|31|32461.03|0.06|0.03
1|39|41072.46|0.03|0.02
2|16|32367.36|0.05|0.00
1|26|24388.26|0.08|0.01
4|43|54663.32|0.09|0.04
2|34|66367.32|0.09|0.04
5|8|8369.12|0.07|0.07
2|27|27866.97|0.09|0.01
1|35|62186.95|0.02|0.06
3|46|49452.76|0.00|0.08
4|12|23291.28|0.08|0.01
2|24|24504.96|0.10|0.07
4|12|19591.08|0.10|0.06
2|18|33172.74|0.04|0.06
3|35|38576.30|0.03|0.08
3|30|59458.80|0.02|0.08
3|24|34308.00|0.08|0.08
2|13|13222.30|0.04|0.04
1|16|23400.00|0.09|0.04
4|1|1275.21|0.04|0.08
6|36|51925.68|0.10|0.03
3|11|14258.64|0.00|0.04
2|41|49001.15|0.10|0.03
2|24|46175.52|0.02|0.07
6|17|24979.29|0.05|0.01
5|37|62928.49|0.00|0.01
4|32|53171.84|0.08|0.01
2|31|47168.98|0.05|0.03
5|1|1046.09|0.04|0.00
4|14|19997.32|0.10|0.05
1|36|41657.76|0.01|0.07
2|14|20697.74|0.07|0.02
2|19|28298.79|0.01|0.04
1|16|28349.12|0.00|0.03
1|11|13840.75|0.02|0.00
4|50|72320.00|0.08|0.01
3|30|53512.80|0.09|0.04
5|50|63066.00|0.00|0.05
1|20|30889.60|0.08|0.03
1|48|77785.92|0.10|0.05
3|47|67226.92|0.00|0.00
6|6|7039.08|0.06|0.07
1|39|53014.65|0.06|0.08
2|48|88116.00|0.01|0.00
1|12|17332.08|0.09|0.06
3|28|32009.88|0.09|0.07
1|16|26859.36|0.02|0.01
4|17|19262.19|0.02|0.03
2|41|69362.98|0.03|0.08
1|20|26587.60|0.02|0.07
4|31|46638.26|0.07|0.00
5|47|96301.12|0.10|0.04
7|36|53620.20|0.06|0.06
5|50|53208.00|0.02|0.02
6|26|32378.06|0.10|0.04
5|28|42209.72|0.07|0.01
3|38|58277.56|0.06|0.01
3|16|24217.60|0.07|0.03
2|40|61859.20|0.01|0.03
2|27|36000.72|0.05|0.08
1|38|67021.74|0.09|0.00
2|1|1416.48|0.03|0.05
2|29|40813.73|0.04|0.02
1|50|77028.50|0.05|0.04
4|24|45091.20|0.07|0.04
2|9|10694.16|0.06|0.06
1|9|14415.12|0.10|0.02
4|30|34232.10|0.03|0.00
5|6|11141.34|0.02|0.07
3|45|80004.15|0.03|0.06
2|12|18054.96|0.05|0.01
3|50|73922.00|0.05|0.03
1|27|35732.07|0.05|0.01
1|29|37096.22|0.00|0.03
2|12|15868.92|0.01|0.02
1|50|66966.00|0.05|0.06
1|33|53149.80|0.03|0.02
2|15|23107.80|0.05|0.03
3|2|2012.00|0.07|0.00
2|26|25559.82|0.00|0.05
2|46|74593.14|0.04|0.02
6|50|57854.50|0.07|0.07
1|11|12585.65|0.00|0.02
3|6|8684.94|0.09|0.00
2|36|69620.40|0.01|0.05
1|5|4745.10|0.03|0.04
1|49|80928.89|0.02|0.06
1|10|16126.90|0.00|0.08
1|7|12009.48|0.04|0.04
2|34|61432.22|0.05|0.08
2|43|75670.97|0.07|0.08
6|2|2664.76|0.06|0.03
2|48|85188.00|0.08|0.00
3|18|27493.92|0.03|0.07
1|14|24048.78|0.09|0.04
1|12|22426.92|0.04|0.04
5|25|26977.00|0.04|0.08
2|30|49942.80|0.04|0.08
3|14|26193.16|0.09|0.06
3|44|45324.84|0.07|0.03
7|38|47132.54|0.01|0.01
2|32|63903.36|0.08|0.00
1|9|17045.10|0.01|0.00
2|36|57980.16|0.01|0.00
4|12|15170.64|0.03|0.08
1|45|73876.95|0.09|0.01
1|23|28504.59|0.08|0.00
5|36|68903.64|0.09|0.02
6|40|65988.40|0.08|0.00
1|38|74704.58|0.06|0.05
1|45|44775.45|0.08|0.03
1|42|51164.82|0.04|0.04
2|17|32299.49|0.01|0.05
1|37|41440.74|0.01|0.00
1|22|42831.80|0.07|0.07
1|26|27248.00|0.00|0.06
3|11|17540.93|0.05|0.00
4|17|23075.80|0.01|0.01
3|35|54583.90|0.04|0.04
3|34|35871.36|0.03|0.01
5|33|58566.42|0.04|0.02
2|40|72269.20|0.02|0.02
1|49|70531.09|0.10|0.02
3|16|24264.32|0.04|0.07
1|32|60794.24|0.08|0.04
2|13|13027.17|0.07|0.05
5|23|33867.73|0.04|0.00
5|12|18595.56|0.07|0.05
4|11|20327.01|0.06|0.06
3|2|2558.58|0.03|0.02
2|12|17994.36|0.00|0.02
2|40|40081.20|0.03|0.06
3|10|12142.90|0.10|0.05
2|18|19314.18|0.06|0.06
1|43|53891.90|0.09|0.07
1|36|64506.96|0.10|0.01
2|15|16788.00|0.02|0.01
2|21|35253.96|0.09|0.06
2|19|20483.52|0.09|0.05
2|6|9651.12|0.05|0.02
2|10|18087.30|0.00|0.03
3|28|33798.80|0.07|0.00
4|14|21623.00|0.01|0.08
1|30|56845.20|0.07|0.00
2|6|10961.16|0.04|0.01
2|35|43617.35|0.07|0.03
1|7|10104.15|0.01|0.03
1|41|74326.44|0.04|0.08
1|50|75020.50|0.01|0.01
3|7|11176.69|0.00|0.00
2|17|25355.67|0.08|0.07
5|8|11443.60|0.09|0.06
1|3|4624.38|0.08|0.00
1|16|31102.72|0.01|0.03
7|26|42290.04|0.07|0.05
3|12|17922.00|0.09|0.01
1|28|54120.64|0.01|0.00
2|50|100248.00|0.07|0.00
1|47|77208.31|0.03|0.03
1|32|46446.72|0.07|0.02
1|43|66200.22|0.05|0.08
3|15|20899.65|0.07|0.07
1|28|48910.12|0.01|0.02
5|30|56757.30|0.10|0.08
3|44|69498.00|0.04|0.02
2|45|77526.45|0.10|0.07
4|45|50942.25|0.01|0.01
2|11|15459.62|0.04|0.05
5|27|49351.95|0.02|0.00
4|12|19819.32|0.00|0.07
1|8|15230.48|0.05|0.00
2|28|46189.92|0.09|0.01
1|1|1940.94|0.01|0.07
6|2|3007.00|0.05|0.01
4|46|51342.90|0.04|0.06
4|31|45120.19|0.04|0.04
2|8|9248.64|0.04|0.03
1|50|98197.00|0.09|0.08
7|32|35010.88|0.02|0.06
3|7|8975.40|0.09|0.04
4|15|20060.85|0.07|0.01
2|40|61503.60|0.10|0.00
5|33|39806.58|0.02|0.04
4|19|24875.37|0.08|0.00
4|49|48461.98|0.00|0.07
2|14|26276.46|0.07|0.06
3|46|55672.42|0.07|0.05
2|8|14397.92|0.01|0.01
2|13|19271.46|0.02|0.01
1|7|11414.55|0.09|0.00
5|24|37622.16|0.09|0.01
6|27|34461.45|0.08|0.01
2|33|47997.51|0.02|0.04
4|34|37231.70|0.10|0.07
2|28|49607.04|0.05|0.03
3|35|38715.25|0.02|0.03
2|49|54587.96|0.00|0.08
7|48|63276.00|0.06|0.06
1|2|3289.12|0.03|0.07
3|29|44907.08|0.06|0.01
5|30|57896.40|0.06|0.00
3|15|20691.00|0.10|0.06
2|34|60647.16|0.01|0.06
2|20|32331.20|0.01|0.03
1|9|14621.76|0.01|0.07
3|18|23694.12|0.06|0.01
5|12|19530.36|0.01|0.00
6|45|46893.60|0.06|0.00
4|41|73089.88|0.01|0.07
5|31|53994.87|0.01|0.01
1|10|9940.70|0.04|0.02
2|44|54128.80|0.00|0.04
2|40|57976.00|0.08|0.04
5|1|1178.24|0.00|0.07
1|17|17340.68|0.06|0.06
5|11|13114.53|0.02|0.01
2|36|51889.68|0.08|0.02
2|18|34757.10|0.07|0.00
7|7|7855.19|0.09|0.02
2|23|40912.40|0.09|0.00
4|6|10354.68|0.05|0.05
3|18|32416.02|0.00|0.08
6|24|44132.64|0.04|0.03
3|19|33415.11|0.07|0.04
2|30|33391.20|0.08|0.06
1|47|77301.37|0.02|0.07
3|34|38083.74|0.02|0.06
5|42|66591.00|0.05|0.07
7|5|6586.55|0.00|0.01
1|8|8496.00|0.04|0.04
2|24|25347.60|0.10|0.06
3|6|9171.00|0.03|0.01
3|35|50908.55|0.02|0.06
4|32|55318.40|0.06|0.03
3|49|77009.38|0.10|0.08
5|45|82796.40|0.04|0.06
1|44|73772.60|0.06|0.01
3|14|16214.24|0.05|0.00
4|15|21531.00|0.07|0.01
3|25|34857.50|0.09|0.02
5|2|2196.24|0.03|0.07
1|46|76756.52|0.06|0.02
1|13|22550.97|0.09|0.08
3|29|41918.92|0.00|0.02
1|9|14503.86|0.04|0.01
2|46|67227.16|0.04|0.00
5|5|7392.20|0.05|0.06
5|26|28184.78|0.07|0.08
1|43|54151.62|0.07|0.03
1|10|11832.50|0.10|0.08
3|25|44217.75|0.05|0.01
6|47|77910.49|0.09|0.08
2|1|1402.41|0.03|0.03
2|40|59976.80|0.01|0.06
1|34|39346.16|0.06|0.00
2|47|77769.96|0.02|0.05
1|14|15190.42|0.04|0.07
1|21|37332.12|0.01|0.08
3|33|42843.90|0.00|0.00
4|22|40806.04|0.10|0.00
3|16|28508.48|0.10|0.02
1|31|54612.39|0.05|0.03
1|17|25150.99|0.01|0.03
1|16|17552.96|0.09|0.08
1|9|10378.71|0.04|0.07
6|28|46664.52|0.00|0.04
4|7|12311.32|0.06|0.08
6|17|30461.45|0.06|0.03
2|18|23873.40|0.06|0.07
3|41|58935.86|0.06|0.01
2|35|35493.15|0.06|0.00
1|3|5864.61|0.09|0.00
3|27|47244.06|0.03|0.03
1|47|73064.32|0.03|0.05
1|19|27100.84|0.01|0.02
2|29|53208.33|0.07|0.08
7|7|8121.75|0.02|0.07
3|48|82069.44|0.09|0.05
4|1|2013.95|0.01|0.05
1|16|20084.64|0.01|0.07
1|16|22936.16|0.05|0.01
4|22|39376.04|0.06|0.00
2|24|29045.04|0.01|0.07
3|48|67794.24|0.09|0.01
2|50|86937.00|0.08|0.00
2|28|29682.24|0.08|0.00
3|5|6646.40|0.07|0.06
1|20|31850.60|0.02|0.02
3|40|48444.80|0.10|0.00
5|19|19133.57|0.08|0.03
1|10|19459.20|0.10|0.07
5|46|63957.02|0.04|0.02
1|50|59464.00|0.08|0.03
3|49|67250.54|0.03|0.06
3|42|81811.80|0.08|0.00
2|21|26318.88|0.03|0.00
4|24|48503.76|0.01|0.03
5|30|49368.90|0.08|0.03
1|26|37972.48|0.07|0.05
5|50|93738.50|0.02|0.02
2|35|52409.35|0.05|0.07
4|27|46461.33|0.04|0.00
4|34|64460.26|0.03|0.05
4|15|19308.75|0.05|0.08
5|8|13620.80|0.05|0.05
5|34|67181.96|0.01|0.00
3|33|51764.79|0.09|0.03
2|1|1517.52|0.00|0.05
1|39|47233.68|0.04|0.01
3|19|26417.79|0.09|0.05
2|33|52157.82|0.08|0.04
4|9|9216.90|0.07|0.04
5|38|42069.80|0.02|0.04
3|23|32920.59|0.06|0.02
4|1|1430.35|0.00|0.04
5|14|14490.70|0.10|0.08
5|6|9856.26|0.01|0.02
5|12|21632.88|0.09|0.06
1|16|17488.48|0.00|0.06
2|4|4724.64|0.10|0.07
1|19|38873.43|0.04|0.04
2|48|90186.72|0.06|0.03
3|7|11161.99|0.04|0.00
4|11|13731.74|0.03|0.08
2|20|22662.80|0.07|0.00
2|23|43145.93|0.03|0.03
1|27|29567.43|0.07|0.00
5|30|41533.80|0.10|0.02
2|30|28651.20|0.07|0.00
2|46|56640.72|0.07|0.01
2|39|48523.80|0.03|0.00
3|3|4633.65|0.07|0.07
6|39|49971.48|0.09|0.06
4|1|1314.40|0.02|0.00
2|14|19899.88|0.01|0.07
3|14|22520.82|0.05|0.01
4|32|48974.72|0.04|0.04
5|24|34281.84|0.05|0.06
4|14|22115.24|0.00|0.03
1|30|47778.00|0.05|0.08
2|36|51711.84|0.09|0.08
6|7|7679.77|0.03|0.07
2|41|83721.59|0.01|0.04
1|2|2094.12|0.04|0.08
2|30|57659.70|0.01|0.02
2|50|59606.00|0.01|0.05
3|28|45463.32|0.06|0.01
6|31|43816.64|0.04|0.05
1|8|14406.16|0.04|0.07
4|29|45895.40|0.02|0.01
2|37|47703.73|0.07|0.05
2|9|15648.75|0.02|0.07
1|22|28605.50|0.01|0.03
2|39|65270.40|0.07|0.06
1|15|25270.65|0.10|0.06
4|27|45214.74|0.06|0.00
2|45|52026.30|0.06|0.03
6|41|74531.03|0.03|0.05
3|42|43135.68|0.01|0.04
5|6|6240.48|0.02|0.03
5|28|42657.44|0.08|0.03
5|19|36877.86|0.02|0.01
1|40|47524.00|0.09|0.06
4|37|43039.51|0.09|0.01
5|2|2152.18|0.07|0.07
2|48|80962.08|0.04|0.06
4|9|16215.66|0.05|0.01
1|7|9094.68|0.08|0.07
1|9|15252.12|0.10|0.05
4|39|61913.28|0.02|0.07
6|42|47087.88|0.06|0.05
5|2|3617.42|0.03|0.05
1|12|18980.04|0.09|0.06
1|10|20219.80|0.10|0.01
5|10|19949.70|0.10|0.04
2|23|25210.07|0.02|0.00
2|7|8702.19|0.05|0.08
5|21|29703.03|0.09|0.06
2|31|45519.78|0.08|0.03
5|45|59504.85|0.01|0.01
3|49|93784.53|0.07|0.08
4|32|39721.28|0.06|0.05
1|14|26457.62|0.07|0.07
4|37|70111.30|0.02|0.07
1|15|20554.05|0.01|0.07
3|31|42664.68|0.01|0.05
6|29|55678.26|0.08|0.03
2|29|31988.74|0.04|0.02
1|19|30640.35|0.05|0.06
4|27|26487.00|0.03|0.04
1|1|1296.26|0.10|0.04
2|8|9497.60|0.07|0.07
5|41|50525.12|0.10|0.03
4|1|2035.95|0.08|0.05
1|5|5235.70|0.08|0.02
1|49|48268.92|0.01|0.07
6|20|31052.60|0.10|0.04
4|29|28944.03|0.05|0.05
2|34|60443.84|0.09|0.00
2|45|90809.10|0.08|0.06
2|28|46444.72|0.00|0.03
1|49|66759.56|0.10|0.04
1|48|90046.08|0.01|0.04
1|26|36460.58|0.07|0.06
3|45|61620.30|0.02|0.01
2|10|18669.30|0.02|0.04
5|47|83793.95|0.05|0.05
3|38|43133.42|0.05|0.07
2|36|60287.40|0.06|0.00
5|19|31456.40|0.04|0.01
4|9|10919.61|0.09|0.05
1|17|31584.64|0.07|0.06
4|11|13036.65|0.09|0.00
5|7|11814.32|0.07|0.04
4|12|18763.08|0.10|0.01
7|20|28267.40|0.09|0.03
4|20|27447.60|0.07|0.02
1|49|67643.03|0.01|0.03
3|15|24127.65|0.08|0.08
1|47|63094.21|0.00|0.05
1|4|3976.36|0.00|0.03
3|5|7887.95|0.09|0.07
1|13|26116.48|0.01|0.02
3|1|1583.67|0.05|0.04
4|30|30993.00|0.09|0.03
1|10|18199.10|0.02|0.04
4|49|73771.46|0.04|0.02
1|15|17897.55|0.01|0.03
5|34|44242.16|0.09|0.07
1|25|49073.25|0.04|0.03
2|8|9641.60|0.06|0.03
2|49|78776.32|0.09|0.04
2|13|17670.90|0.10|0.05
6|25|39639.00|0.02|0.00
3|49|93436.14|0.08|0.01
2|47|55519.69|0.02|0.05
2|36|43204.32|0.07|0.01
1|34|40670.80|0.09|0.06
4|33|38944.95|0.08|0.05
6|49|88485.67|0.06|0.07
1|43|51523.46|0.07|0.01
4|26|40339.00|0.09|0.01
6|17|32333.66|0.08|0.06
3|47|85436.13|0.06|0.04
3|24|34404.48|0.01|0.05
3|21|25309.62|0.08|0.01
1|44|74873.92|0.10|0.06
2|30|36546.30|0.01|0.08
1|6|6577.02|0.06|0.06
2|26|53299.48|0.07|0.06
2|7|11035.92|0.08|0.06
2|44|69854.84|0.09|0.05
5|44|72498.80|0.09|0.07
1|44|90991.56|0.05|0.02
1|28|34893.32|0.01|0.06
5|39|71286.15|0.06|0.05
2|25|48074.75|0.10|0.00
1|13|15056.99|0.04|0.01
1|24|33009.84|0.05|0.07
5|17|27892.24|0.08|0.03
7|45|42750.00|0.00|0.04
2|33|63057.39|0.08|0.00
2|33|60484.38|0.00|0.07
1|3|3039.00|0.03|0.07
2|48|48096.96|0.08|0.05
1|10|15795.90|0.03|0.02
4|7|11708.48|0.01|0.05
5|5|9294.35|0.06|0.06
5|29|37563.70|0.09|0.05
6|48|78897.60|0.06|0.02
1|29|47435.30|0.02|0.03
1|21|23374.89|0.05|0.06
1|44|55410.96|0.02|0.07
4|11|12652.31|0.10|0.07
3|49|61262.74|0.03|0.05
4|50|82082.00|0.02|0.07
4|13|18751.59|0.06|0.01
1|15|16727.55|0.01|0.02
6|40|53370.00|0.02|0.05
2|28|39068.96|0.07|0.07
6|1|1014.05|0.08|0.00
1|31|30566.00|0.04|0.07
3|19|33778.58|0.00|0.03
2|45|64996.65|0.10|0.07
1|16|30383.68|0.01|0.00
1|38|40474.94|0.03|0.05
2|42|71134.98|0.04|0.04
2|31|30691.55|0.04|0.06
3|11|11958.10|0.01|0.00
2|30|56575.80|0.03|0.04
3|23|32393.89|0.05|0.02
1|43|53804.61|0.08|0.07
3|20|28246.80|0.01|0.08
7|13|23345.79|0.05|0.06
1|28|36659.56|0.00|0.05
3|47|72544.97|0.01|0.06
5|39|65158.47|0.03|0.03
4|21|31172.19|0.02|0.06
4|34|53843.76|0.07|0.08
7|36|34380.36|0.10|0.08
3|17|21543.25|0.02|0.05
5|7|8899.24|0.02|0.00
3|27|48676.95|0.06|0.01
1|5|7697.45|0.01|0.08
1|34|59152.86|0.01|0.07
1|14|19283.88|0.10|0.08
1|33|34159.29|0.00|0.08
1|36|62411.40|0.00|0.00
2|42|74921.28|0.06|0.07
1|2|3683.54|0.10|0.01
3|26|45155.24|0.05|0.03
3|33|65767.35|0.06|0.05
4|10|16246.50|0.08|0.08
1|4|4648.84|0.04|0.02
4|39|70466.37|0.02|0.08
3|15|27732.00|0.00|0.08
5|9|10513.89|0.10|0.04
2|20|19240.00|0.04|0.08
1|13|24762.53|0.09|0.05
1|40|52251.60|0.10|0.01
2|37|64519.12|0.01|0.08
5|6|10564.74|0.02|0.00
3|43|77695.84|0.07|0.02
1|13|12792.91|0.08|0.03
2|11|17892.82|0.08|0.01
2|28|40219.20|0.06|0.05
6|23|45767.70|0.09|0.06
2|4|4184.08|0.05|0.01
1|48|67264.32|0.08|0.02
4|9|16188.39|0.10|0.04
7|50|75273.50|0.09|0.05
5|34|39206.76|0.05|0.00
1|29|56636.13|0.04|0.02
1|34|46966.92|0.02|0.05
5|42|72647.82|0.04|0.06
1|27|33757.83|0.06|0.05
3|32|46897.60|0.01|0.01
1|16|28571.52|0.02|0.06
5|19|30868.73|0.03|0.00
1|29|55327.94|0.03|0.04
1|21|24677.73|0.05|0.02
1|14|19536.30|0.00|0.03
5|44|55141.68|0.06|0.01
3|17|15912.34|0.10|0.06
6|1|1655.59|0.00|0.04
3|43|66671.93|0.10|0.03
2|44|58010.04|0.02|0.00
1|8|8200.32|0.01|0.05
1|11|12619.20|0.04|0.05
3|4|6654.72|0.02|0.02
2|39|48209.85|0.03|0.00
3|29|30830.19|0.07|0.00
4|13|15848.69|0.03|0.06
7|30|62009.70|0.00|0.04
2|43|61764.34|0.06|0.06
1|10|11681.50|0.09|0.06
2|14|19002.62|0.00|0.06
7|49|59935.82|0.02|0.04
3|36|39099.60|0.04|0.04
1|49|72985.01|0.10|0.05
1|17|19108.68|0.09|0.04
2|43|62498.35|0.09|0.06
2|27|39108.15|0.00|0.05
3|46|47200.14|0.01|0.07
5|1|1657.61|0.04|0.04
1|17|32926.96|0.02|0.04
1|25|41366.00|0.03|0.04
1|48|64669.92|0.07|0.04
2|47|49633.41|0.00|0.06
4|9|16503.84|0.09|0.05
2|18|33623.10|0.05|0.03
5|8|13798.32|0.07|0.08
3|39|52157.04|0.10|0.06
3|30|34865.40|0.03|0.06
5|29|35674.06|0.06|0.02
7|50|54700.50|0.09|0.03
4|11|11231.22|0.09|0.05
4|36|66524.04|0.02|0.05
2|36|59639.76|0.06|0.00
7|22|32748.54|0.05|0.07
7|1|1113.04|0.03|0.06
3|8|9465.92|0.02|0.04
2|19|33265.39|0.06|0.00
1|48|68511.84|0.05|0.05
4|2|3391.26|0.08|0.03
6|46|73720.52|0.09|0.08
3|44|76374.76|0.09|0.06
4|30|43602.00|0.01|0.02
1|14|19408.76|0.00|0.04
4|23|40337.86|0.03|0.02
1|49|80489.36|0.03|0.01
3|35|42498.75|0.01|0.06
4|20|22744.20|0.07|0.04
1|35|67934.65|0.03|0.06
3|11|21636.78|0.09|0.08
3|48|61116.00|0.06|0.04
6|17|20539.74|0.03|0.02
3|44|53251.44|0.03|0.08
1|16|28845.44|0.10|0.06
2|6|10311.84|0.00|0.01
1|20|37637.60|0.01|0.07
2|17|18513.51|0.05|0.00
2|12|18137.40|0.00|0.04
4|30|59427.60|0.07|0.01
6|6|11699.46|0.09|0.04
2|45|54733.05|0.07|0.01
2|38|61431.94|0.10|0.07
4|33|44264.22|0.04|0.08
5|13|23371.14|0.07|0.01
4|7|9978.22|0.00|0.07
2|25|38488.50|0.09|0.04
7|24|23592.96|0.06|0.00
6|42|73744.44|0.10|0.08
6|33|56453.43|0.02|0.07
4|31|63425.69|0.06|0.07
3|35|50558.20|0.04|0.07
1|41|76294.85|0.09|0.02
5|26|44502.38|0.01|0.03
5|47|51426.46|0.08|0.08
1|28|38621.52|0.08|0.06
3|47|63612.15|0.07|0.04
2|43|42572.15|0.09|0.04
6|47|47141.00|0.01|0.02
3|21|26317.83|0.07|0.06
1|41|75429.75|0.05|0.03
3|33|36900.27|0.08|0.02
2|19|23793.13|0.00|0.02
5|20|33135.00|0.07|0.05
4|41|73999.26|0.03|0.07
3|12|23362.32|0.01|0.05
2|40|65067.20|0.05|0.07
1|3|6011.97|0.05|0.02
1|22|29595.94|0.08|0.05
5|40|67310.40|0.05|0.01
2|12|15013.92|0.00|0.08
2|34|38937.82|0.09|0.01
1|38|65006.60|0.03|0.08
1|35|41027.70|0.05|0.01
4|30|50597.70|0.03|0.00
1|43|79108.82|0.09|0.01
4|20|26184.20|0.04|0.01
3|38|62188.52|0.10|0.06
4|14|18400.62|0.06|0.07
2|3|4585.53|0.06|0.02
3|4|7643.24|0.01|0.06
1|8|10098.08|0.02|0.01
1|50|91345.00|0.00|0.03
2|18|20702.70|0.02|0.05
1|18|21694.86|0.02|0.02
3|1|1591.61|0.03|0.04
4|30|52042.80|0.00|0.04
1|26|31413.20|0.07|0.05
2|8|11155.76|0.05|0.08
2|3|5534.46|0.00|0.03
2|47|89533.12|0.03|0.01
1|46|61657.48|0.06|0.05
6|41|53475.07|0.10|0.07
6|47|47331.35|0.07|0.01
4|37|44367.81|0.04|0.02
1|7|13873.44|0.10|0.05
2|6|12017.40|0.02|0.00
2|11|19446.46|0.04|0.00
2|4|4676.96|0.02|0.05
3|9|11089.80|0.10|0.05
3|32|63871.36|0.02|0.08
3|49|98096.04|0.09|0.08
5|3|5228.49|0.06|0.00
6|9|14594.40|0.03|0.01
6|41|57333.58|0.10|0.07
4|38|73757.62|0.00|0.02
1|6|7405.68|0.05|0.07
3|12|14258.76|0.03|0.04
2|2|2192.08|0.03|0.05
2|23|30345.05|0.08|0.00
3|40|62218.80|0.07|0.03
2|22|31930.58|0.00|0.01
5|21|42377.37|0.08|0.08
5|43|71535.23|0.01|0.06
3|34|41315.44|0.09|0.04
6|41|61108.86|0.02|0.05
3|36|57404.88|0.06|0.03
4|16|24728.48|0.01|0.01
5|16|22341.12|0.03|0.02
3|32|42824.96|0.09|0.04
1|20|29029.40|0.10|0.01
3|17|27209.18|0.00|0.03
4|17|32127.45|0.00|0.07
4|24|33319.44|0.04|0.04
1|20|35715.00|0.05|0.02
2|13|19154.46|0.08|0.03
